,X,title,artist,year,lyrics,spotify_id,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,uri,analysis_url,liveliness,pos,neg,neu,compound,num_words,num_lines,num_syllables,difficult_words,fog_index,flesch_index,f_k_grade
21,22,Stitches,Shawn Mendes,2016,"Stitches Lyrics

I thought that I've been hurt before
But no one's ever left me quite this sore
Your words cut deeper than a knife
Now I need someone to breathe me back to life

Got a feeling that I'm going under
But I know that I'll make it out alive
If I quit calling you my lover
Move on
You watch me bleed until I can't breathe, shaking
Falling onto my knees
And now that I'm without your kisses
Yeah, I'll be needing stitches
Tripping over myself, aching
Begging you to come help
And now that I'm without your kisses
Yeah, I'll be needing stitches

Just like a moth drawn to a flame
Oh, you lured me in I couldn't sense the pain
Your bitter heart, cold to the touch
Now I'm gonna reap what I sow
I'm left seeing red on my own

Got a feeling that I'm going under
But I know that I'll make it out alive
If I quit calling you my lover
Move on

You watch me bleed until I can't breathe, shaking
Falling onto my knees
And now that I'm without your kisses
Yeah, I'll be needing stitches
Tripping over myself, aching
Begging you to come help
And now that I'm without your kisses
Yeah, I'll be needing stitches
Needle and the thread, gotta get you out of my head
Needle and the thread, gonna wind up dead
Needle and the thread, gotta get you out of my head
Needle and the thread, gonna wind up dead
Needle and the thread, gotta get you out of my head
Needle and the thread, gonna wind up dead
Needle and the thread, gotta get you out of my head
Get you out of my head

You watch me bleed until I can't breathe, shaking
Falling onto my knees (Falling onto my knees)
And now that I'm without your kisses
Yeah, I'll be needing stitches (I'll be needing stitches)
Tripping over myself, aching
Begging you to come help (Begging you to come back)
And now that I'm without your kisses
Yeah, I'll be needing stitches

Now that I'm without your kisses
Yeah, I'll be needing stitches
Now that I'm without your kisses
Yeah, I'll be needing stitches196Embed",5jsw9uXEGuKyJzs0boZ1bT,0,0.752,0.754,1,-6.684,1,0.0615,0.0151,0.0,0.0486,0.755,149.789,206880,4,0,0,0.0486,0.107,0.206,0.687,-0.9939,143.3,-271.26,457,11,148.51,371,143.3
22,23,Hotline Bling,Drake,2016,,0wwPcA6wtMf6HUMpIRdeP7,0,0.891,0.628,2,-7.863,1,0.0551,0.00258,0.00019,0.0504,0.552,134.966,267067,4,0,0,0.0504,,,,,,,,,,,
23,24,Cold Water,Major Lazer Featuring Justin Bieber & MO,2016,,7zsXy7vlHdItvUSH8EwQss,0,0.608,0.798,6,-5.092,0,0.0432,0.0736,0.0,0.156,0.501,92.943,185360,4,0,0,0.156,,,,,,,,,,,
24,25,Send My Love (To Your New Lover),Adele,2016,"Send My Love (To Your New Lover) Lyrics
Just the guitar?
Okay, cool

This was all you, none of it me
You put your hands on, on my body and told me
Mmm, told me you were ready
For the big one, for the big jump
I'd be your last love, everlasting, you and me
Mmm, that was what you told me
I'm giving you up
I've forgiven it all
You set me free

Send my love to your new lover
Treat her better
We've gotta let go of all of our ghosts
We both know we ain't kids no more
Send my love to your new lover
Treat her better
We've gotta let go of all of our ghosts
We both know we ain't kids no more

I was too strong, you were trembling
You couldn't handle the hot heat rising (rising)
Mmm, baby, I'm still rising
I was running, you were walking
You couldn't keep up, you were falling down (down)
Mmm, there's only one way down

I'm giving you up
I've forgiven it all
You set me free, oh
Send my love to your new lover
Treat her better
We've gotta let go of all of our ghosts
We both know we ain't kids no more
Send my love to your new lover
Treat her better
We've gotta let go of all of our ghosts
We both know we ain't kids no more

If you're ready, if you're ready
If you're ready, I am ready
If you're ready, if you're ready
We both know we ain't kids no more
No, we ain't kids no more

I'm giving you up
I've forgiven it all
You set me free

Send my love to your new lover
Treat her better
We've gotta let go of all of our ghosts
We both know we ain't kids no more
Send my love to your new lover
Treat her better
We've gotta let go of all of our ghosts
We both know we ain't kids no more
If you're ready, if you're ready
(Send my love to your new lover)
If you're ready, are you ready?
(Treat her better)
We've gotta let go of all of our ghosts
We both know we ain't kids no more
If you're ready, if you're ready
(Send my love to your new lover)
If you're ready, are you ready?
(Treat her better)
We've gotta let go of all of our ghosts
We both know we ain't kids no more60Embed",0t7fVeEJxO2Xi4H2K5Svc9,0,0.688,0.533,6,-8.363,0,0.0865,0.0355,3.48e-06,0.172,0.567,164.069,223079,4,0,0,0.172,0.351,0.012,0.637,0.9995,37.6,9.23,454,9,41.39,412,37.6
25,26,Roses,The Chainsmokers Featuring Rozes,2016,,3vv9phIu6Y1vX3jcqaGz5Z,0,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,226739,4,0,0,0.309,,,,,,,,,,,
26,27,Treat You Better,Shawn Mendes,2016,"Treat You Better Lyrics
I won't lie to you
I know he's just not right for you
And you can tell me if I'm off
But I see it on your face
When you say that he's the one that you want
And you're spending all your time
In this wrong situation
And anytime you want it to stop

I know I can treat you better than he can
And any girl like you deserves a gentleman
Tell me why are we wasting time
On all your wasted crying
When you should be with me instead
I know I can treat you better
Better than he can
I'll stop time for you
The second you say you'd like me too
I just wanna give you the loving that you're missing
Baby, just to wake up with you
Would be everything I need and this could be so different
Tell me what you want to do

'Cause I know I can treat you better than he can
And any girl like you deserves a gentleman
Tell me why are we wasting time
On all your wasted crying
When you should be with me instead
I know I can treat you better
Better than he can
Better than he can

Give me a sign
Take my hand, we'll be fine
Promise I won't let you down
Just know that you don't
Have to do this alone
Promise I'll never let you down
Related Songs
'Cause I know I can treat you better than he can
And any girl like you deserves a gentleman
Tell me why are we wasting time
On all your wasted crying
When you should be with me instead
I know I can treat you better
Better than he can
Better than he can
Better than he can120Embed",3QGsuHI8jO1Rx4JWLUh9jd,0,0.444,0.819,10,-4.078,0,0.341,0.106,0.0,0.107,0.747,82.695,187973,4,0,0,0.107,0.273,0.134,0.593,0.9943,115.2,-198.18,353,13,119.87,299,115.2
27,28,Too Good,Drake Featuring Rihanna,2016,,3BtuIIrQlkujKPuWF2B85z,0,0.794,0.653,7,-7.839,1,0.104,0.0489,4.88e-05,0.1,0.397,117.996,263373,4,0,0,0.1,,,,,,,,,,,
28,29,Low Life,Future Featuring The Weeknd,2016,,7EiZI6JVHllARrX9PUvAdX,0,0.722,0.331,8,-7.789,1,0.0726,0.337,0.282,0.146,0.102,143.961,313547,4,0,0,0.146,,,,,,,,,,,
29,30,What Do You Mean?,Justin Bieber,2016,"What Do You Mean? Lyrics

What do you mean?  Oh, oh
When you nod your head yes, but you wanna  say no
What do you mean?  Hey, yeah
When you don't want me to move, but you tell me to go
What do  you mean? Oh,  what do you mean?
Said you're runnin' outta time,  what do you mean?
Oh, oh, oh, what do you mean?
Better make up your mind, what do you mean?
You’re so indecisive of what I'm sayin'
Tryna catch the beat, make up your heart
Don't know if you're happy or complainin'
Don't want for us to end, where do I start?

First you wanna go to the left, then you wanna turn right (Right)
Wanna argue all day, makin' love all night (All night)
First you're up, then you’re down, and then  between ('Tween)
Oh, I really wanna know

What do you mean?  Oh, oh
When you nod your head yes, but you wanna say no
What do you mean? Hey, yeah
When you don't want me to move, but you tell me to go
What do you mean? Oh, what do you mean?
Said you're runnin' outta time, what do you mean?
Oh, oh, oh, what do you mean? Better make up your mind
What do you mean?

You’re overprotective when I'm leavin'
Tryna compromise, but I can’t win
You wanna make a point, but you keep preachin'
You had me from the start, won't let this end
First you wanna go to the left, then you wanna turn right
(Turn right)
Wanna argue all day, makin' love all night (All night)
First you're up, then you’re down, and then between ('Tween)
Oh, I really wanna know

What do you mean? Oh, oh (Yeah, yeah, yeah, yeah)
When you nod your head yes, but you wanna say no
What do you mean? (Oh, what do you mean?) Hey, yeah
When you don't want me to move, but you tell me to go
What do you mean? (I wanna know, ooh)
Oh, what do you mean? (Ooh)
Said you're runnin' outta time, what do you mean? (Oh, baby)
Oh, oh, oh, what do you mean? Better make up your mind
What do you mean? (Don't be so  selfish,  baby, yeah, yeah) Oh, oh
When you nod your head yes, but you wanna say no
What do you mean? (You're so confusin', baby) Hey, yeah
When you don't want me to move (Hey), but you tell me to go
What do you mean? (Be more straightforward)
Oh, what do you mean? (Hey, ah, ah, ah)
Said you're runnin' outta time, what do you mean? (Hey, ah, ah, ah)
Oh,  oh, oh,  what do you mean?  Better make up your mind
What do you mean?83Embed",4B0JvthVoAAuygILe3n4Bs,0,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,205680,4,0,0,0.0811,0.134,0.063,0.803,0.9924,3.4,98.25,515,14,6.56,459,3.4
30,31,The Hills,The Weeknd,2016,"The Hills Lyrics
Yeah
Yeah
Yeah

Your man on the road, he doin' promo
You said, ""Keep our business on the low-low""
I'm just tryna get you out the friend zone
'Cause you look even better than the photos
I can't find your house, send me the info
Drivin' through the gated residential
Found out I was comin', sent your friends home
Keep on tryna hide it, but your friends know
I only call you when it's half-past five
The only time that I'll be by your side
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, yeah
I only call you when it's half-past five
The only time I'd ever call you mine
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, babe

I'ma let you know and keep it simple
Tryna keep it up don't seem so simple
I just fucked two bitches 'fore I saw you
And you gon' have to do it at my tempo
Always tryna send me off to rehab
Drugs started feelin' like it's decaf
I'm just tryna live life for the moment
And all these motherfuckers want a relapse

I only call you when it's half-past five
The only time that I'll be by your side
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, yeah
I only call you when it's half-past five
The only time I'd ever call you mine
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, babe
Hills have eyes, the hills have eyes
Who are you to judge? Who are you to judge?
Hide your lies, girl, hide your lies (Hide your lies, oh, baby)
Only you to trust, only you

I only call you when it's half-past five
The only time that I'll be by your side
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, yeah
I only call you when it's half-past five
The only time I'd ever call you mine
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, babe

Ewedihalehu
Yene konjo, ewedihalehu
Yene fikir, fikir, fikir, fikir
Yene fikir, fikir, fikir, fikir
Ewedihalehu
Yene konjo, ewedihalehu...1.8KEmbed",7fBv7CLKzipRk6EC6TWHOB,0,0.585,0.564,0,-7.063,0,0.0515,0.0671,0.0,0.135,0.137,113.003,242253,4,0,0,0.135,0.119,0.179,0.702,-0.9932,57.6,-48.26,536,19,60.78,454,57.6
31,32,Just Like Fire,P!nk,2016,"Just Like Fire Lyrics
I know that I am runnin' out of time
I want it all, mm-mm
And I'm wishin' they'd stop tryin' to turn me off
I want it on, mm-mm
And I'm walkin' on a wire, tryin' to go higher
Feels like I'm surrounded by clowns and liars
Even when I give it all away
I want it all, mm-mm

We came here to run it, run it, run it
We came here to run it, run it, run it
Just like fire, burnin' up the way
If I could light the world up for just one day
Watch this madness, colorful charade
No one can be just like me any way
Just like magic, I'll be flyin' free
I'mma disappear when they come for me
I kick that ceiling, what you gonna say?
No one can be just like me anyway
Just like fire, uh

And people like to laugh at you cause they are all the same, mmm
See I would rather we just go a different way than play the game
And no matter the weather, we can do it better
You and me together, forever and ever
We don't have to worry 'bout a thing, 'bout a thing

We came here to run it, run it, run it
We came here to run it, run it, run it

Just like fire, burnin' up the way
If I could light the world up for just one day
Watch this madness, colorful charade
No one can be just like me any way
Just like magic,  I'll be flyin' free
I'mma disappear when they come for me
I kick that ceiling, what you gonna say?
No one can be just like me anyway
Just like fire, fire, fire
Run it, run it, run it
We came here to run it, run it, run it
So look, I came here to run it
Just cause nobody's done it
Y'all don't think I can run it
But look, I been here, I done it
Impossible? Please
Watch, I do it with ease
You just gotta believe
Come uh, come uh with me
Oh, what's a girl to do? (What, what?)
Hey, what's a girl to do? (What, what?)
Oh, what's a girl to do? (What, what?)
Mmmm, what's a girl to do?

Just like fire, burnin' up the way
If I could light the world up for just one day
Watch this madness, colorful charade
No one can be just like me any way

Just like fire, burnin' up the way
If I could light the world up for just one day
Watch this madness, colorful charade
No one can be just like me any way
Just like magic,  I'll be flyin' free
I'mma disappear when they come for me
I kick that ceiling, what you gonna say?
No one can be just like me anyway
Just like fire, fire
Run it, run it, run it
Just like fire
Run it, run it, run it26Embed",7K5dzhGda2vRTaAWYI3hrb,0,0.632,0.702,7,-5.92,1,0.148,0.0114,0.0,0.108,0.523,162.958,215414,4,0,0,0.108,0.14,0.121,0.74,0.8158,18.9,57.75,561,14,22.4,497,18.9
32,35,Dangerous Woman,Ariana Grande,2016,"Dangerous Woman Lyrics
(Oh, yeah)

Don't need permission
Made my decision to test my limits
'Cause it's my business, God as my witness
Start what I finished
Don't need no hold up
Taking control of this kind of moment
I'm locked and loaded
Completely focused, my mind is open
All that you got
Skin to skin, oh my God
Don't you stop, boy

Somethin' 'bout you makes me feel like a dangerous woman
Somethin' 'bout, somethin' 'bout, somethin' 'bout you
Makes me wanna do things that I shouldn't
Somethin' 'bout, somethin' 'bout, somethin' 'bout

Nothing to prove and I'm bulletproof and
Know what I'm doing
The way we're movin'
Like introducing us to a new thing
I wanna savor, save it for later
The taste, the flavor, 'cause I'm a taker, 'cause I'm a giver
It's only nature, I live for danger

All that you got
Skin to skin, oh my God
Don't ya stop, boy (Oh, yeah)

Somethin' 'bout you makes me feel like a dangerous woman
Somethin' 'bout, somethin' 'bout, somethin' 'bout you
Makes me wanna do things that I shouldn't
Somethin' 'bout, somethin' 'bout, somethin' 'bout you
All girls wanna be like that
Bad girls underneath, like that
You know how I'm feeling inside
(Somethin' 'bout, somethin' 'bout)
All girls wanna be like that
Bad girls underneath, like that
You know how I'm feeling inside
(Somethin' 'bout, somethin' 'bout)
(Mmm-hmm) (Ooh-ooh)

Somethin' 'bout you makes me feel like a dangerous woman
Somethin' 'bout, somethin' 'bout, somethin' 'bout you (Eh-eh)
Makes me wanna do things that I shouldn't (Yeah)
Somethin' 'bout, somethin' 'bout, somethin' 'bout you (Yeah)

All girls wanna be like that (Hmm-mmm)
Bad girls underneath like that
You know how I'm feeling inside
(You know how I'm feeling inside, baby)
(Somethin' 'bout, somethin' 'bout)
All girls wanna be like that
Bad girls underneath like that
You know how I'm feeling inside
(Somethin' 'bout, somethin' 'bout)
Yeah, there's somethin' 'bout you, boy (Heh)
Yeah, there's somethin' 'bout you, boy (Oh-oh-oh, hey)
Yeah, there's somethin' 'bout you, boy
Yeah, there's somethin' 'bout you, boy
(Somethin' 'bout, somethin' 'bout, somethin' 'bout you)
Yeah, there's somethin' 'bout you, boy
Yeah, there's somethin' 'bout you, boy
(Yeah, there's somethin' 'bout you, boy)
Yeah, there's somethin' 'bout you, boy
(Yeah, there's somethin' 'bout you, boy, oh, yeah)
(Somethin' 'bout, somethin' 'bout, somethin' 'bout) You140Embed",6RUhbFEhrvGISaQ8u2j2JN,0,0.664,0.602,4,-5.369,0,0.0412,0.0529,0.0,0.356,0.289,134.049,235947,3,0,0,0.356,0.166,0.068,0.766,0.9809,152.6,-301.03,514,24,157.41,392,152.6
